Card_Num,  Card Name,  Type,  Rarity,  Value ($),  Attribute,  Sub Type,  Level,  ATK,  DEF,  Card Text
IOC-095  ,Dedication through Light and Darkness  , Spell  ,Super Rare,9.60,  , Quick-Play  ,0,0,0," You can only activate this card by offering Dark Magician on your side of the field as a Tribute. Select 1 Dark Magician of Chaos from your hand, your Graveyard, or your Deck and Special Summon it."
IOC-096  ,Salvage  , Spell  ,Normal,0.50,  ,Normal,0,0,0, Add 2 WATER monsters with an ATK of 1500 or less each in your Graveyard to your hand.
IOC-097  ,Ultra Evolution Pill  , Spell  ,Rare,1.10,  , Normal  ,0,0,0, Offer 1 Reptile-Type monster on your side of the field as a Tribute. Special Summon 1 Dinosuar-Type Monster from your hand.
IOC-098  ,Multiplication of Ants  , Spell  ,Normal,0.10,  ,Normal,0,0,0, Offer 1 Insect-Type Monster on your side of the field as a Tribute. Special Summon 2 Army Ant Tokens (Insect-Type/EARTH/4 Stars/ ATK 500/DEF 1200) on your side of the field. The tokens cannot be used as a Trubte for a Tribute Summon.
IOC-099  ,Earth Chant  , Spell  ,Normal,0.30,  , Ritual  ,0,0,0, This card is used to Ritual Summon any EARTH monster. You must also offer monsters from the field or your hand whose total Level Stars equal the Level Stars of the Ritual Monster you are attempting to Ritual Summon.
IOC-100  ,Jade Insect Whistle  , Spell  ,Normal,0.30,  ,Normal,0,0,0," Your opponent selects 1 Insect-Type Monster from his/her Deck. After shuffling the Deck, place the card on top of the Deck."
IOC-101  ,Destruction Ring  , Trap  ,Rare,1.50,  , Normal  ,0,0,0, Destroy 1 face-up monster on your side of the field to inflict 1000 points of damage to both players' Life Points.
IOC-102  ,Fiend's Hand Mirror  , Trap  ,Normal,0.40,  ,Normal,0,0,0, Switch the opponent's Spell Card effect that specifically designates 1 Spell or Trap Card as a target to another correct target.
IOC-103  ,Compulsory Evacuation Device  , Trap  ,Rare,0.50,  , Normal  ,0,0,0, Return 1 monster on the field to its owner's hand.
IOC-104  ,A Hero Emerges  , Trap  ,Normal,0.30,  ,Normal,0,0,0," When your opponent declears an attack, he/she randomly selects 1 card from your hand. If it is a Monster Card, Special Summon it on your side of the field. If not, send it to the Graveyard."
IOC-105  ,Self-Destruct Button  , Trap  ,Normal,0.10,  ,Normal,0,0,0, You can only activate this card when your Life Points are lower than your opponent's Life Points and the difference is 7000 points or more. Both player's Life Points become 0.
IOC-106  ,Curse of Darkness  , Trap  ,Rare,0.80,  , Continuous  ,0,0,0," Each time a Spell Card is activated, the controller of that Spell Card takes 1000 points of damage."
IOC-107  ,"Begone, Knave!  ", Trap  ,Normal,0.40,  , Continuous  ,0,0,0," When a monster inflicts Battle Damage to a player, return the monster to its owner's hand."
IOC-108  ,DNA Transplant  , Trap  ,Normal,0.10,  , Continuous  ,0,0,0," Declare 1 Attribute when you activate this card. As long as this card remains face-up on the field, the Attribute of all face-up monsters on the field becomes the one you declared."
IOC-109  ,Robbin' Zombie  , Trap  ,Normal,0.40,  , Continuous  ,0,0,0," Each time 1 monster on your side of the field inflicts Battle Damage to your opponent's Life Points, your opponent sends 1 card from the top of his/her Deck to the Graveyard."
IOC-110  ,Trap Jammer  , Trap  ,Super Rare,2.90,  , Counter  ,0,0,0, You can only activate this card when your opponent activates a Trap Card during the Battle Phase. Negate the activation of the Trap Card and destroy it.
IOC-111  ,Invader of Darkness  , Effect Monster  ,Secret Rare,26.00, Dark  , Fiend  ,8,2900,2500," As long as this card remains face-up on the field, your opponent cannot activate a Quick-Play Spell Card."
IOC-SE1,Gemini Elf,,,0.00,,,0,0,0,
IOC-SE2,Magic Cylinder,,,0.00,,,0,0,0,
IOC-SE3,Ring of Destruction,,,0.00,,,0,0,0,
IOC-SE4,Lava Golem,,,0.00,,,0,0,0,
AST-000,The End of Anubis,Effect Monster,Secret Rare,65.00,Dark,Fiend,6,2500,0,"As long as this card remains face-up on the field, all effects of Spell, Trap, and Monster Cards that designate a card(s) in the Graveyard or that activate in the Graveyard are negated."
AST-001,Gogiga Gagagigo,Normal Monster,Normal,0.30,Water,Reptile,8,2950,2800,"His soul long-since collapsed, his body recklessly continues onward, driven by a lust for more power. He no longer resembles his former self...."
AST-002,Warrior of Zera,Normal Monster,Normal,0.40,Earth,Warrior,4,1600,1600,"A wandering warrior who seeks the sanctuary where he can gain the power of the Archlords. To escape the temptation of evil fiends, he fights solo day by day."
AST-003,Sealmaster Meisei,Normal Monster,Rare,1.50,Dark,Spellcaster,3,1100,900,One of the few people who has a good command of Talismans. His history is a mystery.
AST-004,Mystical Shine Ball,Normal Monster,Normal,0.50,Light,Fairy,2,500,500,"A soul of light covered by mystical shine. When you see its beautiful shape, your dream will come true."
AST-005,Metal Armored Bug,Normal Monster,Normal,0.30,Earth,Insect,8,2800,1500,A gigantic insect-like creature covered by thick armor. Everything in his path is destroyed.
AST-006,The Agent of Judgment - Saturn,Effect Monster,Ultra Rare,22.00,Light,Fairy,6,2400,0,"If your Life Points are higher than your opponent's Life Points, activate this card's effect by offering this card as a Tribute from your side of the field. Inflict damage to your opponent's Life Points equal to the difference between your and your opponent's Life Points. If The Sanctuary in the Sky is not on your side of the field, this effect is not applied. When you activate this effect, you cannot conduct your Battle Phase this turn."
AST-007,The Agent of Wisdom - Mercury,Effect Monster,Rare,0.50,Light,Fairy,4,0,1700,"When you have no cards in your hand during your opponent's End Phase, draw 1 card from your Deck during your next Standby Phase."
AST-008,The Agent of Creation - Venus,Effect Monster,Rare,1.10,Light,Fairy,3,1600,0,"Pay 500 Life Points to select 1 Mystical Shine Ball from your hand or Deck, and Special Summon it to your side of the field."
AST-009,The Agent of Force - Mars,Effect Monster,Super Rare,5.90,Light,Fairy,3,0,0,"This card in unaffected by any Spell Cards. If there is The Sanctuary in the Sky on your side of the field, and your Life Points are higher than your opponent's Life Points, increase the ATK and DEF of this card by the difference between your and your opponent's Life Points."
AST-010,The Unhappy Girl,Effect Monster,Normal,0.40,Light,Spellcaster,2,400,300,"As long as this card remains face-up in Attack Position on the field, this card is not destroyed as a result of battle at any time, although damage calculations is applied normally. A monster that battles with this card cannot change its Battle Position or attack as long as this card remains face-up in Attack Position on the field."
AST-011,Soul-Absorbing Bone Tower,Effect Monster,Rare,1.50,Dark,Zombie,3,400,1500,"This card cannot be attacked if there is another Zombie-Type monster on your side of the field. Each time a Zombie-Type monster is Special Summoned successfully, send 2 cards from the top of your opponent's Deck to the Graveyard."
AST-012,The Kick Man,Effect Monster,Normal,0.40,Dark,Zombie,3,1300,300,"When this card is Special Summoned successfully, you can equip 1 appropriate Equip Spell Card from your Graveyard to this card."
AST-013,Vampire Lady,Effect Monster,Normal,0.40,Dark,Zombie,4,1550,1550,"Each time this card inflicts Battle Damage to your opponent's Life Points, declare 1 card type (Monster, Spell, or Trap). Your opponent selects 1 card of that type from his/her Deck and sends it to the Graveyard."
AST-014,Stone Statue of the Aztecs,Effect Monster,Super Rare,5.50,Earth,Rock,4,300,2000,Any Battle Damage your opponent takes when he/she attacks this monster is doubled.
AST-015,Rocket Jumper,Effect Monster,Normal,0.50,Earth,Rock,3,1000,800,"If the only cards on your opponent's side of the field are Defense Position monsters, this card can attack your opponent's Life Points directly."
AST-016,Avatar of The Pot,Effect Monster,Rare,1.00,Earth,Rock,3,1200,1300,Send 1 Pot of Greed from your hand to the Graveyard to draw 3 cards from your Deck.
AST-017,Legendary Jujitsu Master,Effect Monster,Normal,0.50,Earth,Rock,3,1300,1800,A monster that battles with this Defense Position card is returned to the top of the owner's Deck at the end of the Damage Step.
AST-018,Gear Golem the Moving Fortress,Effect Monster,Ultra Rare,26.00,Earth,Machine,4,800,2200,Pay 800 Life Points. This card can attack your opponent's Life Points directly this turn.
AST-019,KA-2 Des Scissors,Effect Monster,Normal,0.50,Dark,Machine,4,1000,1000,"When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points."
AST-020,Needle Burrower,Effect Monster,Super Rare,9.60,Dark,Machine,5,1700,1700,"When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points."
AST-021,Sonic Jammer,Effect Monster,Normal,0.50,Wind,Machine,2,350,650,FLIP: You opponent cannot activate any Spell Cards until the End Phase of the next turn.
AST-022,Blowback Dragon,Effect Monster,Ultra Rare,21.00,Dark,Machine,6,2300,1200,"Toss a coin 3 times. If at least 2 of the results are Heads, select 1 card on your opponent's side of the field and destroy it. This effect can only be used once per turn during your Main Phase."
AST-023,Zaborg the Thunder Monarch,Effect Monster,Super Rare,4.70,Light,Thunder,5,2400,1000,"When this card is Tribute Summoned successfully, destroy 1 monster on the field."
AST-024,Atomic Firefly,Effect Monster,Normal,0.10,Light,Insect,1,100,200,"When this face-up card on the field attacks or is attacked and it is destroyed as a result of battle, the player who destroyed it takes 1000 points of damage."
AST-025,Mermaid Knight,Effect Monster,Normal,0.20,Water,Aqua,4,1500,700,"As long as Umi remains face-up on the field, this card can attack twice during the same Battle Phase."
AST-026,Piranha Army,Effect Monster,Normal,0.10,Water,Fish,2,800,200,The Battle Damage this card inflicts by attacking your opponent's Life Points directly is doubled.
AST-027,Two Thousand Needles,Effect Monster,Normal,0.40,Earth,Beast,5,2000,1800,"When this Defense Position card is attacked and the ATK of the attacking monster is lower than the DEF of this card, after Damage Calculation destroy the attacking monster."
AST-028,Disc Fighter,Effect Monster,Normal,0.50,Earth,Warrior,4,1000,1000,"If this card attacks a Defense Position monster with DEF 2000 or more, destroy the monster with this card's effect without applying Damage Calculation."
AST-029,Arcane Archer of the Forest,Effect Monster,Normal,0.10,Earth,Warrior,3,900,1400,This card cannot be attacked if there is a Plant-Type monster on your side of the field. Offer 1 Plant-Type monster on your side of the field as a Tribute to destroy 1 Spell or Trap Card on the field
AST-030,Lady Ninja Yae,Effect Monster,Normal,0.20,Wind,Warrior,3,1100,200,Discard 1 WIND monster from your hand to the Graveyard. Return all Spell and Trap Cards on your opponent's side of the field to the owner's hands.
AST-031,Goblin King,Effect Monster,Normal,0.30,Dark,Fiend,1,0,0,This card cannot be attacked if there is another Fiend-Type monster on your side of the field. The ATK and DEF of this card become the number of Fiend-Type monsters on the field (excluding this card) x 1000 points.
AST-032,Solar Flare Dragon,Effect Monster,Normal,0.30,Fire,Pyro,4,1500,1000,This card cannot be attacked if there is another Pyro-Type monster on your side of the field. This card inflicts 500 points of damage to your opponent's Life Points during the End Phase of your turn.
AST-033,White Magician Pikeru,Effect Monster,Normal,0.40,Light,Spellcaster,2,1200,0,"During your Standby Phase, increase your Life Points by 400 points for each monster on your side of the field."
AST-034,Archlord Zerato,Effect Monster,Ultra Rare,9.80,Light,Fairy,8,2800,2300,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by offering 1 face-up Warrior of Zera on your side of the field as a Tribute while The Sanctuary in the Sky is on the field. If The Sanctuary in the Sky is on your side of the field, discard 1 LIGHT Monster Card from your hand to the Graveyard to destroy all monsters on your opponent's side of the field."
AST-035,Opti-Camouflage Armor,Spell,Normal,0.50,,Equip,0,0,0,This card can only be equipped to a Level 1 monster. A monster equipped with this card can attack your opponent's Life Points directly.
AST-036,Mystik Wok,Spell,Normal,0.40,,Quick-Play,0,0,0,"Offer 1 monster on your side of the field as a Tribute. Select the ATK or DEF of the Tributed monster, and increase your Life Points by the same amount."
AST-037,Enemy Controller,Spell,Ultra Rare,26.00,,Quick-Play,0,0,0,Select and activate 1 of the following effects: 
AST-038,Burst Stream of Destruction,Spell,Ultra Rare,25.00,,Normal,0,0,0,You can only activate this card when there is a face-up Blue-Eyes White Dragon on your side of the field. Destroy all monsters on your opponent's side of the field. Blue-Eyes White Dragon cannot attack during the turn you activate this card.
